Country,EdLevel,YearsCodePro,Salary
United States,Bachelor’s degree,5.0,40000.0
Brazil,Post grad,6.0,24744.0
United States,Bachelor’s degree,2.0,65000.0
United States,Bachelor’s degree,13.0,90000.0
Spain,Bachelor’s degree,12.0,54049.0
United States,Less than a Bachelors,15.0,120000.0
United States,Bachelor’s degree,15.0,92000.0
Brazil,Bachelor’s degree,5.0,27492.0
Germany,Master’s degree,7.0,32424.0
United States,Bachelor’s degree,4.0,77000.0
Germany,Bachelor’s degree,12.0,64859.0
Spain,Post grad,20.0,34092.0
Sweden,Post grad,2.0,55224.0
Brazil,Post grad,5.0,32988.0
Germany,Bachelor’s degree,5.0,67021.0
United Kingdom,Master’s degree,25.0,122796.0
United Kingdom,Post grad,2.0,51704.0
United States,Less than a Bachelors,2.0,100000.0
United States,Post grad,34.0,110000.0
United States,Bachelor’s degree,1.0,65000.0
United States,Bachelor’s degree,20.0,110000.0
United States,Bachelor’s degree,2.0,58500.0
United States,Less than a Bachelors,2.0,80000.0
United States,Less than a Bachelors,18.0,125000.0
Brazil,Post grad,10.0,27492.0
United States,Bachelor’s degree,6.0,100000.0
United States,Less than a Bachelors,16.0,145000.0
Germany,Master’s degree,5.0,70264.0
United States,Bachelor’s degree,7.0,105000.0
United States,Bachelor’s degree,6.0,126500.0
Germany,Bachelor’s degree,7.0,83236.0
Germany,Bachelor’s degree,11.0,102693.0
United States,Master’s degree,0.5,70000.0
Canada,Master’s degree,1.0,60505.0
Germany,Master’s degree,0.5,70264.0
Netherlands,Bachelor’s degree,30.0,86478.0
Brazil,Bachelor’s degree,12.0,27492.0
United States,Bachelor’s degree,13.0,99000.0
United States,Bachelor’s degree,4.0,91000.0
Germany,Post grad,5.0,86522.0
Brazil,Bachelor’s degree,12.0,64000.0
United States,Bachelor’s degree,7.0,107000.0
Netherlands,Bachelor’s degree,7.0,75669.0
United States,Bachelor’s degree,16.0,140000.0
United States,Bachelor’s degree,0.5,79000.0
United States,Bachelor’s degree,7.0,50000.0
United States,Less than a Bachelors,4.0,45000.0
Brazil,Master’s degree,12.0,38484.0
Netherlands,Post grad,4.0,37620.0
Brazil,Less than a Bachelors,14.0,26256.0
United States,Master’s degree,27.0,144000.0
United States,Less than a Bachelors,18.0,111000.0
United States,Less than a Bachelors,5.0,113000.0
United States,Less than a Bachelors,7.0,88000.0
United States,Bachelor’s degree,3.0,79000.0
United States,Master’s degree,6.0,155000.0
Canada,Bachelor’s degree,20.0,83194.0
Sweden,Master’s degree,10.0,61368.0
United States,Bachelor’s degree,5.0,115000.0
Canada,Less than a Bachelors,9.0,52942.0
Brazil,Bachelor’s degree,7.0,54972.0
United States,Bachelor’s degree,6.0,70000.0
India,Bachelor’s degree,3.0,16754.0
United Kingdom,Bachelor’s degree,15.0,180963.0
United Kingdom,Bachelor’s degree,8.0,58167.0
Canada,Bachelor’s degree,3.0,68068.0
United States,Bachelor’s degree,9.0,120000.0
United States,Master’s degree,7.0,77500.0
United States,Less than a Bachelors,3.0,70000.0
United States,Master’s degree,26.0,205000.0
India,Less than a Bachelors,12.0,24000.0
Germany,Master’s degree,12.0,64859.0
United States,Master’s degree,9.0,96950.0
United States,Less than a Bachelors,20.0,192000.0
United States,Bachelor’s degree,3.0,110000.0
Russian Federation,Bachelor’s degree,5.0,15096.0
United States,Master’s degree,5.0,90000.0
United Kingdom,Less than a Bachelors,4.0,96945.0
Germany,Master’s degree,10.0,44104.0
United States,Less than a Bachelors,20.0,170000.0
United States,Bachelor’s degree,10.0,120000.0
United States,Master’s degree,3.0,142000.0
Canada,Less than a Bachelors,20.0,75631.0
United States,Bachelor’s degree,29.0,170000.0
Canada,Bachelor’s degree,4.0,59749.0
Russian Federation,Post grad,12.0,50952.0
United States,Bachelor’s degree,0.5,65000.0
Brazil,Bachelor’s degree,10.0,14889.0
Brazil,Post grad,35.0,35736.0
Spain,Post grad,20.0,75669.0
Sweden,Bachelor’s degree,0.5,42960.0
United States,Bachelor’s degree,12.0,115000.0
United States,Bachelor’s degree,5.0,78000.0
United States,Less than a Bachelors,24.0,162000.0
Germany,Bachelor’s degree,2.0,39996.0
Germany,Master’s degree,6.0,70264.0
United Kingdom,Bachelor’s degree,4.0,40070.0
United States,Master’s degree,10.0,140000.0
Canada,Master’s degree,12.0,68068.0
United States,Master’s degree,5.0,85000.0
United Kingdom,Bachelor’s degree,22.0,84019.0
Canada,Bachelor’s degree,1.0,45379.0
Poland,Master’s degree,9.0,39492.0
United States,Bachelor’s degree,7.0,74000.0
Brazil,Less than a Bachelors,15.0,41232.0
United States,Bachelor’s degree,2.0,75000.0
Canada,Master’s degree,5.0,56723.0
United States,Master’s degree,5.0,103357.0
Brazil,Bachelor’s degree,6.0,16488.0
Poland,Bachelor’s degree,2.0,22776.0
Netherlands,Post grad,24.0,70692.0
United States,Bachelor’s degree,3.0,137000.0
United States,Bachelor’s degree,4.0,140000.0
Spain,Master’s degree,8.0,51888.0
United States,Bachelor’s degree,4.0,120000.0
United States,Less than a Bachelors,21.0,140000.0
United States,Bachelor’s degree,2.0,80000.0
United States,Bachelor’s degree,1.0,80000.0
France,Master’s degree,3.0,32424.0
United States,Bachelor’s degree,2.0,132000.0
United Kingdom,Master’s degree,2.0,46533.0
United States,Bachelor’s degree,4.0,101650.0
United States,Less than a Bachelors,5.0,205000.0
United States,Bachelor’s degree,4.0,120000.0
United States,Less than a Bachelors,13.0,95000.0
Canada,Bachelor’s degree,31.0,70337.0
Russian Federation,Master’s degree,14.0,37752.0
United States,Bachelor’s degree,15.0,105000.0
United States,Bachelor’s degree,20.0,184000.0
United Kingdom,Master’s degree,7.0,71093.0
Brazil,Less than a Bachelors,6.0,48924.0
United States,Bachelor’s degree,8.0,135000.0
United States,Less than a Bachelors,8.0,200000.0
United States,Master’s degree,12.0,175000.0
Brazil,Master’s degree,3.0,22907.0
Germany,Bachelor’s degree,15.0,75669.0
United States,Bachelor’s degree,3.0,70000.0
Brazil,Less than a Bachelors,7.0,27488.0
United States,Master’s degree,4.0,145000.0
Spain,Less than a Bachelors,2.0,242832.0
United States,Less than a Bachelors,20.0,140000.0
United States,Less than a Bachelors,21.0,205000.0
United States,Less than a Bachelors,5.0,95000.0
United States,Bachelor’s degree,5.0,103000.0
United States,Bachelor’s degree,2.0,90000.0
United States,Bachelor’s degree,2.0,40000.0
United States,Bachelor’s degree,15.0,250000.0
Canada,Bachelor’s degree,5.0,60505.0
United States,Post grad,6.0,129718.0
United States,Bachelor’s degree,25.0,130000.0
United States,Bachelor’s degree,21.0,125000.0
Russian Federation,Master’s degree,1.0,18876.0
United Kingdom,Master’s degree,5.0,45241.0
United States,Bachelor’s degree,4.0,90000.0
United States,Less than a Bachelors,25.0,200000.0
Canada,Less than a Bachelors,20.0,64287.0
United States,Bachelor’s degree,14.0,72000.0
Brazil,Master’s degree,20.0,27492.0
United Kingdom,Master’s degree,4.0,98237.0
United States,Less than a Bachelors,5.0,170000.0
United States,Master’s degree,2.0,75000.0
India,Bachelor’s degree,4.0,27923.0
United States,Bachelor’s degree,1.0,60500.0
India,Bachelor’s degree,2.0,20943.0
United States,Bachelor’s degree,0.5,100000.0
United States,Bachelor’s degree,1.0,70000.0
Spain,Less than a Bachelors,7.0,44104.0
United States,Bachelor’s degree,9.0,180000.0
Brazil,Master’s degree,13.0,71011.0
Spain,Less than a Bachelors,2.0,12972.0
United States,Bachelor’s degree,4.0,105000.0
United States,Less than a Bachelors,10.0,100000.0
United States,Master’s degree,2.0,105000.0
United States,Post grad,2.0,93000.0
United States,Less than a Bachelors,3.0,88513.0
United States,Bachelor’s degree,8.0,90000.0
United States,Bachelor’s degree,10.0,125000.0
Italy,Bachelor’s degree,7.0,34591.0
United States,Bachelor’s degree,14.0,135000.0
United Kingdom,Bachelor’s degree,16.0,100822.0
Germany,Master’s degree,6.0,79993.0
United States,Master’s degree,4.0,70000.0
United Kingdom,Bachelor’s degree,6.0,100822.0
United States,Master’s degree,2.0,87000.0
United States,Master’s degree,20.0,120000.0
Germany,Master’s degree,3.0,54049.0
Australia,Bachelor’s degree,17.0,149971.0
Brazil,Bachelor’s degree,5.0,11544.0
United Kingdom,Bachelor’s degree,9.0,109871.0
United States,Master’s degree,2.0,130000.0
United States,Bachelor’s degree,6.0,82000.0
Germany,Master’s degree,3.0,97288.0
Brazil,Bachelor’s degree,1.0,30240.0
United States,Bachelor’s degree,19.0,175000.0
United States,Less than a Bachelors,20.0,105000.0
United States,Master’s degree,14.0,99480.0
United States,Bachelor’s degree,20.0,140000.0
Canada,Bachelor’s degree,2.0,54455.0
United States,Bachelor’s degree,2.0,65000.0
Spain,Bachelor’s degree,2.0,43239.0
United States,Bachelor’s degree,30.0,210000.0
United States,Bachelor’s degree,1.0,85000.0
Poland,Master’s degree,12.0,51636.0
United States,Bachelor’s degree,10.0,90000.0
United States,Less than a Bachelors,2.0,80000.0
Poland,Master’s degree,13.0,54672.0
United States,Master’s degree,6.0,85000.0
Netherlands,Bachelor’s degree,18.0,73944.0
Germany,Master’s degree,8.0,72426.0
Brazil,Bachelor’s degree,17.0,30240.0
Canada,Bachelor’s degree,2.0,43560.0
Germany,Master’s degree,16.0,59454.0
United States,Bachelor’s degree,10.0,110000.0
United States,Less than a Bachelors,0.5,37000.0
Canada,Bachelor’s degree,3.0,127000.0
United States,Less than a Bachelors,12.0,170000.0
United States,Less than a Bachelors,6.0,65000.0
United Kingdom,Bachelor’s degree,22.0,64630.0
United States,Master’s degree,25.0,180000.0
Brazil,Bachelor’s degree,13.0,39852.0
United Kingdom,Less than a Bachelors,11.0,45241.0
United States,Bachelor’s degree,8.0,100000.0
United States,Bachelor’s degree,23.0,110110.0
United States,Less than a Bachelors,6.0,240000.0
United States,Master’s degree,33.0,200000.0
United States,Master’s degree,4.0,84000.0
Canada,Master’s degree,4.0,139918.0
United States,Less than a Bachelors,19.0,160000.0
United States,Bachelor’s degree,6.0,75000.0
United Kingdom,Master’s degree,8.0,135722.0
United Kingdom,Bachelor’s degree,5.0,35934.0
United States,Master’s degree,16.0,95000.0
United States,Bachelor’s degree,8.0,100000.0
United States,Bachelor’s degree,4.0,100000.0
United States,Less than a Bachelors,2.0,54000.0
Brazil,Master’s degree,19.0,43980.0
United States,Bachelor’s degree,12.0,65000.0
Netherlands,Post grad,4.0,71340.0
United States,Master’s degree,2.0,58000.0
Germany,Master’s degree,16.0,90262.0
Germany,Master’s degree,17.0,67452.0
United States,Bachelor’s degree,11.0,127874.0
United Kingdom,Bachelor’s degree,8.0,72385.0
Poland,Less than a Bachelors,5.0,33408.0
United Kingdom,Less than a Bachelors,14.0,46533.0
United States,Master’s degree,25.0,160000.0
Brazil,Bachelor’s degree,6.0,24744.0
United States,Less than a Bachelors,19.0,162000.0
Canada,Bachelor’s degree,3.0,60505.0
Brazil,Master’s degree,12.0,17868.0
United States,Bachelor’s degree,2.0,75000.0
United Kingdom,Master’s degree,9.0,113748.0
United States,Master’s degree,4.0,150000.0
United States,Bachelor’s degree,5.0,95000.0
United States,Bachelor’s degree,4.0,42000.0
Canada,Bachelor’s degree,8.0,80925.0
United States,Master’s degree,5.0,85500.0
Spain,Bachelor’s degree,7.0,41077.0
United States,Bachelor’s degree,6.0,70000.0
United States,Bachelor’s degree,3.0,93000.0
United States,Bachelor’s degree,19.0,110000.0
United States,Bachelor’s degree,28.0,100000.0
United States,Master’s degree,14.0,165000.0
United Kingdom,Master’s degree,5.0,62045.0
Germany,Post grad,25.0,108098.0
Germany,Post grad,28.0,95126.0
United States,Bachelor’s degree,3.0,70000.0
United States,Master’s degree,22.0,115000.0
United States,Bachelor’s degree,20.0,120000.0
United States,Bachelor’s degree,1.0,45000.0
United States,Less than a Bachelors,25.0,155000.0
United Kingdom,Less than a Bachelors,17.0,102115.0
Brazil,Bachelor’s degree,22.0,38484.0
United States,Bachelor’s degree,5.0,75000.0
United States,Master’s degree,5.0,110000.0
Germany,Master’s degree,12.0,96207.0
United States,Less than a Bachelors,3.0,142000.0
Canada,Master’s degree,2.0,102102.0
United States,Bachelor’s degree,33.0,125000.0
United States,Master’s degree,20.0,134230.0
United States,Master’s degree,17.0,13500.0
United States,Bachelor’s degree,5.0,86000.0
United States,Bachelor’s degree,25.0,122000.0
United States,Bachelor’s degree,2.0,63000.0
Canada,Master’s degree,8.0,86976.0
United States,Bachelor’s degree,7.0,62000.0
Canada,Less than a Bachelors,19.0,75631.0
United Kingdom,Master’s degree,14.0,122796.0
United States,Bachelor’s degree,8.0,110000.0
United States,Bachelor’s degree,5.0,84000.0
Brazil,Less than a Bachelors,3.0,12732.0
United States,Bachelor’s degree,5.0,100000.0
United States,Bachelor’s degree,2.0,80000.0
United States,Bachelor’s degree,15.0,104000.0
United States,Less than a Bachelors,7.0,61200.0
United States,Post grad,3.0,60000.0
United States,Bachelor’s degree,6.0,70000.0
Poland,Bachelor’s degree,2.0,17004.0
Germany,Post grad,3.0,37834.0
Canada,Less than a Bachelors,18.0,79413.0
United States,Bachelor’s degree,4.0,155000.0
Spain,Bachelor’s degree,10.0,48644.0
United States,Bachelor’s degree,9.0,155000.0
United Kingdom,Bachelor’s degree,9.0,58167.0
Spain,Post grad,25.0,56211.0
United States,Less than a Bachelors,3.0,81000.0
United States,Bachelor’s degree,13.0,130000.0
United States,Bachelor’s degree,24.0,64000.0
Canada,Less than a Bachelors,3.0,242020.0
France,Post grad,8.0,72426.0
United States,Master’s degree,3.0,140000.0
France,Master’s degree,6.0,58373.0
Italy,Less than a Bachelors,15.0,70264.0
United States,Bachelor’s degree,14.0,150000.0
Germany,Bachelor’s degree,4.0,62268.0
United States,Bachelor’s degree,14.0,100000.0
United States,Master’s degree,3.0,24000.0
United States,Bachelor’s degree,12.0,200000.0
United States,Less than a Bachelors,5.0,120000.0
Sweden,Master’s degree,22.0,82236.0
Brazil,Bachelor’s degree,18.0,41232.0
United States,Bachelor’s degree,2.0,100000.0
France,Bachelor’s degree,7.0,64860.0
United Kingdom,Bachelor’s degree,2.0,60752.0
United States,Master’s degree,22.0,156000.0
United States,Bachelor’s degree,16.0,100000.0
United States,Master’s degree,27.0,160000.0
Germany,Master’s degree,6.0,67021.0
United States,Bachelor’s degree,15.0,165000.0
United States,Master’s degree,7.0,125000.0
United States,Bachelor’s degree,8.0,160000.0
United States,Bachelor’s degree,10.0,175000.0
United States,Master’s degree,10.0,135000.0
United States,Bachelor’s degree,6.0,72000.0
United States,Less than a Bachelors,2.0,52000.0
Brazil,Less than a Bachelors,1.0,11544.0
Italy,Post grad,6.0,28105.0
Germany,Post grad,22.0,84312.0
United States,Bachelor’s degree,3.0,150000.0
Australia,Bachelor’s degree,3.0,50107.0
Germany,Master’s degree,3.0,61616.0
Italy,Bachelor’s degree,8.0,46482.0
Canada,Bachelor’s degree,5.0,65799.0
United States,Less than a Bachelors,3.0,50000.0
United States,Bachelor’s degree,2.0,43000.0
Russian Federation,Less than a Bachelors,12.0,28308.0
Sweden,Less than a Bachelors,1.0,44796.0
Netherlands,Less than a Bachelors,5.0,49185.0
Brazil,Less than a Bachelors,13.0,23364.0
United States,Less than a Bachelors,23.0,230000.0
United States,Bachelor’s degree,2.0,100000.0
Germany,Master’s degree,22.0,80688.0
Russian Federation,Master’s degree,10.0,47184.0
United States,Master’s degree,6.0,220000.0
Germany,Master’s degree,22.0,75669.0
Poland,Master’s degree,4.0,26124.0
United States,Bachelor’s degree,3.0,84000.0
United States,Bachelor’s degree,6.0,130000.0
United States,Bachelor’s degree,2.0,100000.0
United States,Master’s degree,21.0,165000.0
Poland,Bachelor’s degree,0.5,12144.0
United States,Bachelor’s degree,7.0,170000.0
United States,Less than a Bachelors,11.0,135000.0
United States,Bachelor’s degree,8.0,155000.0
United States,Post grad,15.0,200000.0
Canada,Bachelor’s degree,21.0,97186.0
United States,Bachelor’s degree,17.0,90000.0
United States,Less than a Bachelors,30.0,10455.0
Canada,Less than a Bachelors,3.0,60505.0
Brazil,Bachelor’s degree,10.0,32988.0
France,Post grad,5.0,75669.0
Spain,Post grad,12.0,48644.0
Germany,Master’s degree,5.0,86478.0
United States,Master’s degree,16.0,150000.0
Germany,Bachelor’s degree,3.0,64860.0
Canada,Master’s degree,8.0,83194.0
United Kingdom,Bachelor’s degree,27.0,103408.0
Germany,Less than a Bachelors,2.0,36972.0
United States,Bachelor’s degree,6.0,65000.0
Germany,Bachelor’s degree,4.0,61616.0
Sweden,Master’s degree,8.0,61368.0
Poland,Master’s degree,8.0,12756.0
Canada,Master’s degree,4.0,109665.0
United States,Bachelor’s degree,8.0,140000.0
Canada,Less than a Bachelors,5.0,52942.0
United States,Bachelor’s degree,7.0,100000.0
United States,Bachelor’s degree,15.0,127050.0
United States,Master’s degree,6.0,120000.0
Germany,Master’s degree,7.0,86478.0
United States,Bachelor’s degree,4.0,225000.0
United States,Bachelor’s degree,2.0,55000.0
United States,Bachelor’s degree,14.0,130000.0
Germany,Master’s degree,3.0,69183.0
Germany,Master’s degree,5.0,56211.0
United States,Bachelor’s degree,7.0,70000.0
United States,Less than a Bachelors,10.0,170000.0
Sweden,Master’s degree,11.0,49464.0
United Kingdom,Master’s degree,15.0,68507.0
United States,Less than a Bachelors,3.0,85000.0
United Kingdom,Bachelor’s degree,2.0,38778.0
Australia,Master’s degree,15.0,80172.0
United States,Post grad,12.0,220000.0
United States,Less than a Bachelors,6.0,100000.0
Canada,Bachelor’s degree,10.0,72606.0
Brazil,Bachelor’s degree,16.0,24744.0
United States,Bachelor’s degree,10.0,135000.0
